emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
53792,e0002,3/13/1952,Aris,Lampe,M,6/29/1996
267279,s0001,10/23/1957,Saeko,Anger,M,11/18/1986
209601,e0004,4/20/1960,Horward,Marshall,F,1/19/1988
67609,s0001,2/15/1953,Poornachandra,Berztiss,M,6/12/1986
406872,s0001,8/22/1960,Marit,Hardjono,M,2/21/1986
289135,s0001,2/4/1952,Mitsuyuki,Valette,F,2/11/1991
284175,e0003,8/3/1958,Hiroyasu,Milicic,M,10/7/1985
83976,e0001,6/3/1963,Eran,Schmittgen,F,9/14/1997
433754,e0002,4/14/1952,Leon,Sommen,F,7/15/1986
422803,s0001,6/9/1961,Tsuneo,Beilner,M,3/29/1991
234444,s0001,10/19/1960,Anestis,Herber,F,10/26/1997
211049,e0003,2/4/1956,Geoff,Lukaszewicz,M,10/28/1987
412795,s0001,10/10/1955,Poornachandra,Conry,F,3/18/1988
265291,e0003,7/26/1961,Leon,Bisiani,M,3/7/1992
78085,e0003,11/19/1953,Bingning,Gargeya,M,11/22/1987
82091,s0001,11/22/1955,Jovan,Erez,F,7/26/1993
296607,s0002,9/17/1954,Persi,Luef,M,7/15/1991
451997,s0001,2/27/1963,Anwar,Halevi,F,5/16/1992
12019,s0001,9/5/1962,Mads,Ossenbruggen,M,2/17/1986
238687,s0001,6/11/1962,Otilia,Gammage,M,1/31/1992
412776,s0002,11/28/1960,Kokou,Back,M,5/4/1985
19822,s0001,5/27/1954,Zijian,Fiutem,M,9/3/1989
35953,s0002,10/20/1956,Hitofumi,Anger,M,10/6/1988
239608,e0001,9/23/1954,Quingbo,Cardazo,M,7/19/1985
402142,s0001,7/15/1957,Mabo,Vieth,F,11/2/1990
273547,e0003,1/8/1955,Mohammed,Melichar,M,1/29/1988
231624,s0001,11/13/1958,JoAnne,Eickenmeyer,M,7/30/1986
444243,s0001,2/14/1961,Zhenhua,Nitta,F,8/1/1996
38660,s0001,9/11/1962,Jayesh,Sudbeck,F,4/23/1994
231534,e0003,1/27/1961,Masadi,Lichtner,M,10/29/1986
18842,e0004,5/7/1960,Susanne,Bain,F,11/16/1986
289848,e0003,4/3/1960,Ipke,Majewski,M,11/9/1986
407212,s0001,4/17/1953,Surveyors,Danecki,M,6/15/1989
272824,s0001,2/25/1960,Bader,Schmittgen,M,6/16/1993
421187,s0002,6/15/1957,Greger,Anguita,F,12/24/1986
478468,e0003,8/2/1957,JoAnna,Ecklund,M,4/22/1987
242394,s0001,8/3/1964,Vivian,Streit,F,11/30/1992
415274,e0004,11/28/1955,Tomoyuki,Peris,M,9/19/1991
60196,s0001,6/3/1962,Yoshimitsu,Businaro,M,8/9/1985
418489,e0002,6/13/1954,Krister,Billingsley,F,12/10/1991
38146,s0001,12/3/1953,Paddy,Plavsic,M,4/29/1986
437591,s0001,2/23/1955,Shay,Kroll,F,4/16/1989
97720,s0001,11/12/1958,Hatim,Waleschkowski,F,10/22/1995
47950,s0001,9/7/1958,Hironobu,Brodie,M,11/17/1997
441916,e0002,1/22/1962,Peer,Nishimukai,F,1/7/1988
247372,e0003,10/8/1960,Xinglin,Schahn,M,3/22/1986
409663,e0002,6/2/1956,Fuqing,Pillow,M,9/14/1992
439771,e0003,2/23/1956,Siamak,Brlek,F,2/3/1997
275961,e0002,10/3/1964,Vitali,Bennet,M,12/31/1989
276001,s0002,9/22/1961,Genevieve,Sinitsyn,M,3/26/1991
485110,e0003,9/6/1954,Masami,Henders,M,3/5/1993
281783,s0001,9/25/1963,Remco,Pauthner,F,8/16/1985
219547,e0001,10/10/1953,Foong,Siksek,M,3/9/1997
448532,e0003,8/20/1954,Marke,Lodder,F,6/20/1989
276976,s0001,2/6/1955,Woody,Terkki,M,11/24/1987
107417,e0002,9/4/1952,Along,Leijenhorst,F,12/24/1989
22613,s0001,8/26/1959,Mabo,Verspoor,M,6/1/1986
34501,e0003,9/29/1959,Geoffry,Plesums,F,2/4/1992
291188,e0003,7/14/1958,Hilary,Szmurlo,F,4/17/1988
92371,e0003,12/15/1964,Xiaoqiang,Speckmann,M,6/8/1992
259183,e0002,2/21/1956,Mariusz,Luby,M,9/28/1995
39631,s0002,3/26/1952,Jiafu,Simmel,M,4/18/1985
280339,e0002,4/26/1956,Arve,Dratva,F,8/30/1994
11499,s0001,7/2/1957,Peternela,Chartres,F,3/8/1989
72871,s0001,9/2/1957,Stevo,Quadeer,M,4/3/1986
446402,e0003,6/12/1955,Goa,Snedden,M,5/30/1985
276979,s0002,3/11/1962,Sham,Bach,M,7/10/1989
221660,s0001,12/27/1959,Phuoc,Kinley,M,3/12/1989
409817,e0003,8/26/1953,Arra,Lukaszewicz,M,6/27/1995
13407,e0003,1/9/1954,Gio,Chenoweth,M,10/30/1987
33951,s0002,11/27/1960,Mansur,Koshino,F,4/30/1986
75574,s0001,9/15/1954,Utpal,Melton,F,1/28/1986
483559,e0003,5/27/1961,Kwangjo,Encarnacion,M,2/25/1997
269033,e0003,5/17/1962,Steen,Lubachevsky,M,5/22/1986
262603,s0001,6/3/1958,Masasuke,Ligten,M,8/13/1989
434540,e0004,12/5/1960,Tayeb,Landherr,M,10/12/1985
52813,s0001,4/18/1955,Goo,Bojadziev,M,5/13/1990
93561,s0001,5/21/1952,Mario,Takkinen,F,8/2/1986
412341,e0003,1/26/1961,Dannz,Zolotykh,F,9/11/1985
59166,e0003,9/14/1953,Charlene,Bernardinello,M,12/6/1988
70975,e0003,12/17/1964,Weiru,Pero,F,4/9/1991
246917,e0002,1/3/1964,Kazuhiro,Tsukune,M,3/29/1988
228677,s0001,1/28/1962,Hein,Servieres,M,9/9/1987
470799,s0001,12/8/1963,Harngdar,Bauknecht,M,9/27/1991
448453,s0001,7/31/1959,Rosli,Zyda,M,10/22/1993
18624,e0002,10/10/1964,Bader,Lindenbaum,F,4/7/1988
204790,s0001,8/31/1954,Marla,Copas,M,6/28/1999
81938,e0003,9/1/1962,Jiakeng,Weisert,M,3/26/1990
497071,s0002,8/22/1959,Lein,Covnot,M,3/26/1988
221049,e0003,7/15/1963,Woody,Doering,M,1/6/1988
262821,e0003,9/20/1957,Hilary,Cronau,M,3/7/1985
202804,s0001,9/22/1961,Abdelaziz,Suwa,F,5/24/1987
88528,s0002,6/26/1961,Reinhard,Snyers,F,1/8/1994
484524,s0001,8/31/1952,Aria,Sullins,M,10/3/1989
470713,s0001,4/22/1956,Toshimo,Maliniak,M,1/29/1987
481497,e0002,8/31/1956,Aloke,Zongker,M,1/25/1997
107112,e0002,12/16/1960,Olivera,Siegrist,M,7/10/1992
250961,s0001,3/17/1961,Vasilii,Manderick,F,5/18/1985
415896,s0001,6/5/1954,Babette,Ramsak,M,9/25/1996
250833,s0001,9/8/1955,Nishit,Rebaine,F,8/6/1990
64789,e0002,1/10/1954,Arve,Peltason,M,11/27/1993
85001,s0001,2/2/1955,Uno,Leijenhorst,F,6/11/1987
484439,s0001,1/8/1964,Gully,Papastamatiou,M,10/3/1992
63287,s0002,1/22/1954,Harjit,Chinal,F,2/8/1989
67735,s0001,12/26/1958,Ortrun,Cooley,M,3/6/1985
404640,s0001,8/9/1960,Vidar,Highland,F,8/27/1992
269408,e0003,3/5/1964,Kazuhide,Vecchi,F,5/12/1986
30851,s0001,12/13/1954,Ortrun,Castellani,F,5/12/1987
454982,e0003,8/5/1961,Akeel,Kakkad,F,1/24/1990
26898,e0002,1/5/1963,Kiam,Basart,M,6/22/1989
490337,e0003,5/14/1955,Faiza,Clemencon,M,8/1/1986
91812,s0001,4/7/1952,Anyuan,Guting,M,12/12/1991
468363,s0002,6/26/1963,Shigehiro,Ramsak,F,12/22/1986
75105,s0002,7/13/1961,Moti,Garnick,M,2/13/1988
259832,e0003,11/29/1964,Jeane,Vieth,F,11/1/1986
404349,s0001,7/17/1956,Hyuckchul,Baba,F,4/3/1987
23894,e0003,4/22/1960,Utpal,Magalhaes,M,12/26/1986
67958,e0002,1/22/1959,Ravishankar,Kalefeld,M,1/3/1996
215310,e0002,7/1/1955,Sampalli,Dalton,M,10/29/1985
272212,s0001,11/18/1956,Annemarie,Zhiwei,F,8/14/1995
37417,e0002,2/8/1956,Moheb,Lupu,M,5/15/1987
236870,s0002,11/20/1961,Leni,Kakkar,F,5/15/1989
469727,e0002,12/12/1964,Mohit,Zedlitz,M,11/3/1989
231923,e0002,3/31/1964,Toshimo,Puppo,M,4/23/1995
17053,e0002,6/19/1956,Rosli,Vakili,F,10/3/1997
272074,s0001,11/21/1964,Susuma,Baek,F,6/7/1997
283983,s0001,9/24/1960,Mingdong,Giveon,M,6/17/1998
201232,s0001,9/19/1959,Zeljko,Dayang,M,5/4/1990
495921,s0001,11/28/1964,Takushi,Lyonns,M,1/13/1995
36063,e0003,5/22/1958,Xianlong,Azulay,M,7/24/1988
67566,e0003,12/18/1954,Poorav,Busillo,F,4/22/1989
66055,s0001,1/28/1961,Uma,Karnin,M,6/7/1987
422607,e0003,12/15/1959,Abdelkader,Thibadeau,M,6/12/1988
270410,s0001,12/3/1953,Dannz,Rodier,F,1/13/1990
264961,s0001,5/26/1959,Gita,Munro,F,5/26/1995
78170,e0004,5/2/1953,Gift,Koyama,M,10/25/1991
71971,s0002,2/3/1958,Christoph,Peek,M,4/20/1990
432670,e0002,4/10/1959,Feiyu,Kaelbling,M,10/11/1989
462020,s0001,12/16/1957,Dhritiman,Kushner,F,5/9/1990
261225,e0003,5/16/1953,Parto,Honiden,F,4/4/1987
410785,e0003,7/5/1958,Kagan,Stassinopoulos,F,8/22/1990
456143,s0001,6/25/1964,Prodip,Schrift,M,1/24/1987
442551,s0002,6/5/1960,Navid,Range,M,3/29/1987
470944,s0001,2/21/1955,Danco,Roohalamini,M,10/21/1990
473207,s0001,9/8/1964,Kersti,Badache,M,4/14/1992
61173,s0001,10/5/1962,Xiping,Simmen,M,4/22/1989
414045,e0002,3/8/1961,Akhilish,Spataro,M,1/2/1986
282565,s0001,5/7/1953,Mang,Katalagarianos,F,2/11/1992
279693,s0001,8/14/1960,Visit,Parveen,F,2/9/1988
277126,s0001,7/9/1959,Shem,Thiran,M,5/22/1989
228714,e0003,4/21/1957,Flemming,Brlek,M,5/7/1987
61031,s0002,11/21/1964,Kayoko,Bakhtari,F,5/10/1986
413926,e0002,4/9/1964,Hausi,Valiente,F,4/7/1985
21080,s0001,2/6/1954,Fen,Flasterstein,M,4/12/1990
200792,e0003,10/19/1954,Eirik,McFarlin,M,12/22/1989
284443,e0002,6/27/1958,Zita,Esteva,M,12/15/1996
447732,e0002,3/22/1964,Kagan,Brookner,M,9/22/1988
204260,e0002,6/1/1963,Geoffry,Coney,F,10/13/1987
418696,s0001,7/16/1956,Lillian,Hegner,M,2/3/1988
261172,s0001,1/29/1954,Katsuyuki,Luit,F,10/10/1986
35173,e0003,3/15/1957,Evgueni,Luders,M,11/25/1990
404738,s0001,10/28/1963,Masato,Encarnacion,M,4/27/1985
88451,s0001,4/22/1961,Dekang,Engberts,M,2/16/1987
88095,e0003,3/25/1959,Maren,Thisen,M,7/7/1988
23640,e0003,12/8/1954,Leucio,Mamelak,M,6/8/1985
226293,e0003,4/16/1958,Michaela,Rosiles,F,4/15/1991
246685,s0001,1/3/1956,Toong,Kakkar,M,5/1/1987
239510,s0002,7/11/1959,Udaiprakash,Sidje,F,10/5/1998
75769,s0001,4/23/1953,Garnik,Huxford,F,9/18/1995
494591,s0001,11/20/1952,Kristina,Murtha,M,12/27/1990
454594,e0002,1/31/1956,Roddy,Oaver,F,4/16/1993
55394,s0001,5/2/1962,JiYoung,Thorelli,M,4/7/1991
108117,e0003,2/17/1953,Sampalli,Griswold,M,1/3/1995
38939,e0004,12/18/1960,Rosalyn,Hardjono,M,3/27/1985
200568,e0002,10/30/1961,Alejandro,Gomatam,F,9/6/1988
408240,s0002,6/15/1961,Almudena,Pezzoli,F,8/10/1987
253917,e0003,6/14/1954,Sachin,Gaughan,M,4/27/1986
251524,e0003,3/27/1953,Gully,Undy,M,11/8/1986
480669,s0001,8/25/1961,Shuichi,Puppe,M,4/21/1987
245627,s0001,6/25/1959,Zhaofang,Biron,F,10/28/1993
284619,s0001,4/29/1959,Shigenori,Murrill,F,5/7/1996
16248,e0003,10/21/1963,Tadahiro,Masada,M,12/16/1988
209505,s0001,7/15/1952,Yuriy,Glowinski,F,1/5/1992
475737,e0002,10/31/1952,Zhiguo,Norsworthy,M,5/28/1986
81339,s0001,4/2/1964,Horward,Erman,M,6/24/1987
241846,e0002,7/17/1962,Eckart,Piveteau,F,12/5/1991
99171,s0001,10/10/1955,Kazuyasu,Syrotiuk,M,8/26/1995
478084,e0003,1/27/1961,Kazuyasu,Standera,F,1/3/1986
271945,s0002,7/27/1957,Thodoros,Kermarrec,M,12/26/1987
200081,s0002,5/19/1960,Ipke,Benzaken,M,2/22/1985
254729,e0002,10/12/1954,Berry,Ginesta,M,9/24/1993
41415,e0003,6/5/1954,Munir,Antonisse,M,1/3/1990
459563,e0003,6/11/1960,Martien,Papastamatiou,F,7/26/1986
430823,s0001,9/15/1963,Ramalingam,Keustermans,M,7/9/1985
452496,s0001,9/25/1964,Arnould,Nourani,F,9/13/1987
442113,s0001,12/11/1961,Tesuya,Lorho,M,10/30/1986
63419,e0003,1/14/1965,Hiroyasu,Seuren,F,1/4/1986
56604,s0001,11/5/1959,Goa,Giaccio,F,5/20/1996
235279,e0002,1/1/1960,Valdiodio,Mitina,F,6/15/1988
284311,s0002,3/9/1957,Torsten,Ghandeharizadeh,F,5/24/1985
484627,e0003,1/2/1954,Younwoo,Parhami,M,1/9/1991
214746,s0001,5/17/1955,Mohan,Ishibashi,M,1/2/1987
451445,s0001,3/17/1954,Stepehn,Magalhaes,M,2/11/1990
413951,e0004,11/12/1959,Danai,Servieres,M,12/14/1987
242326,s0001,12/7/1961,Larisa,Velardi,F,9/29/1987
456755,s0001,12/27/1958,Keiichiro,Vickson,F,11/5/1991
262793,s0001,12/9/1960,Bilhanan,Gulak,M,12/29/1986
105778,s0001,7/9/1956,Aloke,Desikan,M,9/5/1991
258658,e0002,7/8/1954,Ewing,Furudate,M,6/19/1991
208593,s0001,2/9/1961,Jayson,Plumb,F,12/18/1988
273954,s0001,11/9/1957,Slavian,Plavsic,F,9/1/1993
276139,e0003,6/2/1959,Kwee,Zaumen,F,8/18/1988
79295,s0001,11/26/1956,Arup,Rabehasaina,F,12/31/1989
58578,e0003,1/28/1961,Uri,Llado,F,3/26/1987
26648,e0004,9/16/1960,Aral,Beznosov,M,4/30/1992
51620,e0003,2/10/1954,Wayne,Suri,F,3/5/1991
407006,s0001,8/28/1964,Tommaso,Vakili,M,9/1/1988
57549,e0003,1/23/1962,Cristinel,Geffroy,M,11/28/1989
459457,e0003,5/29/1956,Mooi,Narahara,F,10/4/1989
286139,s0001,8/29/1955,IEEE,Luef,M,11/26/1998
493611,s0002,11/15/1963,Juichirou,Apsitis,F,4/10/1990
277868,e0003,2/9/1963,Zdislav,Ghazalie,M,10/16/1985
51148,s0001,8/11/1955,Lucian,Lubachevsky,F,12/24/1988
25090,s0001,6/13/1959,Jacopo,Dahlbom,M,12/20/1990
28113,s0001,4/29/1964,Zhiwei,Rosis,F,8/3/1987
289858,s0001,3/20/1964,Aiichiro,Shumilov,F,11/8/1992
34372,s0002,9/23/1958,Sushant,Fiutem,M,12/1/1986
76567,s0001,5/5/1963,Radhika,Masaki,F,9/8/1989
236170,e0004,3/29/1955,Luise,Swick,M,1/21/1995
209374,e0002,12/10/1957,Yuriy,Gopalakrishnan,M,11/16/1987
93581,e0002,2/13/1953,Ramachenga,Demir,M,12/10/1990
102542,s0001,2/19/1955,Subbu,Theuretzbacher,F,6/23/1991
467933,s0001,4/23/1953,Yishay,Coombs,F,10/1/1985
492273,e0003,7/14/1962,Adib,Conry,M,10/9/1986
21846,e0003,9/10/1953,Otilia,Valiente,F,8/22/1988
280430,e0003,4/25/1955,Sudharsan,Syrotiuk,M,10/27/1986
83902,s0001,10/12/1961,Kazuhira,Yoshizawa,M,8/25/1990
487909,s0001,11/23/1961,Petter,Baer,F,11/10/1988
72528,e0004,1/11/1959,Dipankar,Krohn,F,11/3/1993
290370,s0001,8/22/1957,Shaw,Kalsbeek,M,4/5/1989
495747,s0001,12/16/1962,Moto,Saoudi,F,3/12/1985
237294,s0001,2/25/1953,Leandro,Hoppenstand,M,11/28/1995
109349,s0001,3/29/1953,Stevo,Birrer,M,8/28/1986
459394,e0003,3/12/1959,Moto,Rajala,F,12/1/1987
56424,s0001,9/24/1955,Premsyl,Antonisse,M,12/20/1991
83250,e0003,6/30/1961,Lene,Serra,M,10/29/1994
220646,s0001,8/25/1961,DeForest,Waymire,F,6/14/1989
56178,e0003,7/27/1963,Martina,Genther,M,10/21/1987
39203,e0002,5/18/1963,Kerhong,Hutter,M,5/29/1990
481750,s0001,3/6/1953,Zvonko,Lieberherr,F,2/16/1986
236143,e0002,6/3/1961,Jeong,Reeken,M,12/10/1991
412288,e0003,7/22/1954,Jackson,Narwekar,M,4/23/1990
454251,s0001,4/5/1961,Shigeo,Range,M,7/28/1987
65259,e0003,6/28/1952,Kazuhide,Luef,M,8/8/1987
228937,e0003,7/25/1964,Magy,Binkley,M,5/23/1985
51956,s0001,7/27/1954,Mostafa,Kopetz,M,4/8/1995
470575,e0004,11/4/1960,Youngkon,Paludetto,F,4/17/1985
210465,s0001,12/18/1952,Felicidad,Brattka,F,3/12/1991
401777,e0001,2/5/1953,Hideyuki,Jullig,M,7/9/1993
417575,s0001,10/1/1962,Shin,Zweizig,M,2/14/1985
224436,e0002,3/31/1957,Guiseppe,Condotta,M,5/20/1989
18057,e0002,6/6/1962,Sushant,Krohn,M,5/5/1991
483835,s0001,4/7/1953,Yishay,Cools,F,5/14/1987
275171,s0001,11/13/1956,Arve,Broomell,M,3/22/1988
97167,s0001,11/29/1961,Zhonghua,Perry,M,2/24/1993
271880,s0001,2/8/1955,Nahum,Giaccio,M,9/2/1990
247831,e0003,11/20/1964,Huei,Seghrouchni,M,9/6/1992
102174,e0003,6/24/1957,Debatosh,Puoti,M,2/23/1990
443010,e0004,5/27/1955,Gen,Mitzlaff,M,10/31/1986
107735,e0003,3/12/1956,Kayoko,Acton,M,4/24/1994
436853,e0002,4/18/1964,Teruyuki,Frezza,F,12/14/1989
26133,e0003,7/18/1957,Teruyuki,Mondadori,M,2/20/1988
78905,e0003,5/27/1962,Kazuhide,Camurati,F,10/4/1991
100331,s0001,1/10/1953,Leon,Tiemann,M,8/11/1987
38452,s0001,1/26/1963,Aksel,Karner,M,4/10/1990
415157,s0001,2/22/1952,Insup,Ananiadou,M,9/21/1987
405798,s0001,6/17/1957,Wuxu,Kropf,M,11/25/1989
475643,s0001,12/4/1957,Zissis,Puppo,M,1/9/1989
299776,e0004,7/9/1956,Xiong,Hellwagner,M,1/16/1989
83553,s0001,8/1/1959,Guttorm,Radivojevic,F,10/2/1987
445506,e0001,9/24/1963,Marlo,Griswold,M,4/21/1989
205642,e0003,5/19/1963,Theirry,Ranka,F,2/8/1985
243378,s0002,1/2/1954,Nirmal,Matzel,F,6/3/1988
482433,s0001,8/21/1958,Koichi,Leppanen,F,5/28/1998
467958,s0001,10/18/1958,Jasminko,McAffer,F,7/30/1989
234185,e0003,7/15/1955,Ramya,Asmuth,F,10/28/1985
285700,s0001,8/19/1964,Sadegh,Stenning,F,5/6/1988
261374,e0003,8/22/1952,Arumugam,Antonisse,M,7/26/1986
477034,s0002,10/3/1957,Rayond,Jumpertz,M,11/11/1992
430974,s0001,12/11/1959,Shigeaki,Beidas,F,3/23/1995
294199,e0003,1/22/1958,Lorien,Demir,M,9/10/1986
408622,e0004,2/26/1956,Jamaludin,Cappello,M,8/13/1986
212546,e0002,1/6/1964,Tommaso,Marzano,F,9/20/1992
106651,s0001,6/22/1961,Youpyo,Bardell,M,6/27/1986
485036,e0002,9/20/1961,Mohua,Garnham,F,10/9/1991
473824,s0001,1/22/1965,Shin,Puoti,F,6/19/1985
232160,e0003,12/31/1964,Miyeon,Isard,F,2/10/1991
47777,e0003,9/25/1953,Arunachalam,Zaumen,F,7/8/1986
270901,s0002,5/14/1957,Giao,Ruther,M,5/8/1987
292236,s0001,7/4/1963,Jamaludin,Rusterholz,F,11/25/1990
208192,e0003,9/28/1959,Khoa,Jakobus,M,7/3/1987
219653,e0003,2/23/1962,Cheong,Goldhammer,M,7/31/1988
224098,s0002,7/30/1958,Kenroku,Vecchi,M,2/24/1993
22515,e0002,9/7/1964,Howell,Brendel,M,5/28/1986
73235,e0002,5/29/1956,Dannz,Kaltofen,M,10/15/1988
240244,s0001,8/18/1960,Heping,Brodie,M,6/22/1992
37518,e0003,8/3/1954,Nahum,Rassart,M,9/24/1985
415119,e0003,8/27/1957,Isaac,Haumacher,M,3/10/1987
66229,s0001,3/4/1954,Dannz,Mayerwieser,F,1/6/1986
271526,s0001,3/10/1963,Lakshmi,Spieker,M,8/14/1989
433423,s0001,7/16/1958,Cordelia,Doering,M,3/25/1990
434681,e0003,3/13/1963,Mansur,Jenevein,M,6/12/1986
408353,e0002,4/27/1960,Naraig,Bennis,F,10/18/1998
470671,s0001,5/16/1956,Toshiki,Goodrum,M,12/17/1993
456073,e0002,12/19/1955,Amstein,Pellegrinelli,M,1/23/1986
403529,s0001,9/8/1961,Tran,Borstler,M,4/9/1988
89913,e0003,10/8/1956,Mats,Dehkordi,M,2/28/1985
209256,e0002,6/25/1957,Subhash,Joslin,M,11/25/1988
426736,s0001,11/25/1954,Ortrud,Neimat,F,11/7/1989
76429,s0001,4/13/1952,Honesty,Kleiser,M,9/24/1995
67487,e0003,7/26/1961,Holgard,Kitai,M,4/30/1985
438179,e0003,7/30/1961,Ramachenga,Senzako,M,11/5/1987
236743,e0003,5/24/1952,Muneo,Terwilliger,F,12/21/1988
284894,e0003,12/25/1964,Moie,Maccarone,M,3/26/1989
419604,s0001,6/5/1956,Sumant,Huxford,M,9/27/1987
448054,e0003,1/27/1955,Franziska,Imataki,F,8/29/1985
475813,s0001,11/9/1958,Horward,Egerstedt,F,10/19/1987
69688,s0001,2/12/1954,Kazuyasu,Skogmar,M,9/30/1987
257375,s0001,6/25/1957,Sachin,Pettis,M,3/18/1988
431332,e0003,3/9/1963,Tsz,Parhami,M,1/2/1997
241374,e0003,6/2/1964,Susuma,Baez,M,4/5/1994
269391,e0003,4/14/1956,Saeko,Giaccio,M,9/26/1988
59594,e0003,2/22/1958,Volkmar,Kulisch,M,11/1/1985
86400,e0002,11/5/1962,Zhenhua,Jansch,M,1/17/1998
482505,s0001,5/4/1962,Faiza,Waschkowski,M,9/30/1994
202860,e0002,5/24/1963,Radhakrishnan,Kieras,F,8/6/1994
417022,e0003,11/23/1964,Teiji,Poupard,M,8/19/1988
70812,s0001,7/17/1955,Qiwen,Lund,M,3/1/1986
455829,e0003,10/2/1959,Vishv,Standera,M,4/27/1994
204385,s0001,12/8/1964,Fumino,Tchuente,M,4/2/1992
34159,s0001,2/13/1961,Lunjin,Ramsay,M,6/18/1994
409489,e0004,6/23/1953,Akemi,Sridhar,M,11/24/1987
268333,e0002,4/1/1959,Ziya,Collavizza,M,2/6/1989
69629,e0002,7/18/1963,Abdelghani,Merro,M,10/13/1996
423413,e0002,2/23/1959,Teruyuki,Czap,F,4/6/1987
450746,e0003,1/11/1958,Jinya,Chachaty,F,4/28/1990
41684,s0002,4/12/1963,Yakkov,Parascandalo,M,5/10/1985
52430,s0001,7/7/1953,Goh,Georg,M,10/28/1993
60719,e0003,4/21/1960,Rasiah,Terlouw,M,5/29/1987
422187,s0001,7/26/1958,Dinkar,Fendler,F,7/4/1993
291219,s0001,6/12/1959,Guoxiang,Munch,M,6/6/1985
235255,e0002,3/25/1958,Tsutomu,Figueira,M,12/26/1991
488160,s0002,9/9/1959,Bedrich,Tischendorf,F,7/28/1994
258023,s0001,12/26/1955,Weiwu,Ratnakar,F,8/23/1994
422894,e0004,1/8/1964,Krisda,Shihab,M,9/11/1997
498056,e0003,11/16/1953,Berhard,Tsunoo,M,11/8/1985
494572,e0002,4/2/1954,Arup,Ouhyoung,M,10/20/1991
236716,s0001,4/26/1956,Morrie,Gils,F,6/11/1988
57043,e0003,3/29/1955,Jaber,Falco,F,6/24/1988
252497,e0003,5/3/1952,Urs,Parascandalo,F,10/13/1987
459001,e0002,3/31/1954,Claude,Linnainmaa,M,9/1/1994
243237,s0001,8/2/1954,Krister,Puppo,M,4/15/1985
268178,e0003,4/27/1961,Lena,Rando,M,11/9/1991
477498,e0002,3/8/1955,Koldo,Majewski,M,6/8/1988
201736,s0002,11/9/1955,Randi,Falster,F,5/14/1991
404547,e0004,10/14/1963,Debatosh,Maraist,F,1/13/1991
224977,s0001,6/14/1961,Rafols,Savasere,M,9/7/1986
482038,e0003,10/15/1954,Yishai,Demri,F,12/28/1994
465765,e0002,2/22/1953,Guoxiang,Papsdorf,F,6/12/1995
95594,e0003,2/16/1964,Tesuya,Puppe,F,1/24/1994
55917,e0002,8/22/1959,Jackson,Perl,M,11/26/1993
268895,e0002,10/22/1958,Nectarios,Eiron,M,11/3/1988
25553,e0003,10/5/1963,Martins,Dichev,F,3/21/1989
409855,s0001,11/4/1958,Angus,Porenta,F,3/28/1997
431598,e0001,9/18/1954,Gen,Eickenmeyer,F,5/12/1991
480387,e0003,8/14/1952,Kazuyasu,Armand,M,3/17/1993
402807,e0002,2/24/1959,Ashish,Engberts,M,8/6/1997
457405,s0001,8/21/1964,Gill,Arlazarov,M,4/19/1993
280991,e0002,10/8/1953,Masami,Camurati,M,3/16/1995
103408,s0001,4/1/1956,Moriyoshi,Marrevee,M,2/6/1986
20484,e0002,6/10/1963,Vitali,Salinas,M,7/11/1997
295405,s0001,7/8/1957,Shigehito,Schusler,M,12/23/1987
499458,e0004,12/31/1955,Zhilian,Taubman,M,8/8/1991
488020,e0003,10/7/1956,Ferdinand,Lortz,M,10/15/1990
402651,e0003,8/18/1956,Naftali,Brlek,M,12/29/1985
416666,s0001,7/1/1963,Wuxu,Ginneken,M,11/20/1991
242223,e0004,12/5/1962,Achilleas,Cangellaris,M,3/17/1987
428120,e0002,11/30/1959,Malu,Picco,F,10/30/1990
404426,e0002,7/28/1956,Rosli,Soloway,F,1/17/1998
292247,e0002,5/30/1961,Nirmal,Trachtenberg,M,6/10/1990
499503,e0002,11/28/1953,Arra,Karner,M,8/2/1987
441211,s0001,2/6/1959,Jacqueline,Shackell,M,1/17/1990
436164,e0003,1/21/1957,Shigeo,Lindenbaum,M,2/20/1988
200598,e0003,12/6/1955,Werner,Gimbel,M,7/23/1990
49709,s0002,4/8/1953,Indrajit,Roisin,M,3/10/1986
286465,s0001,8/6/1957,TRUE,Billingsley,F,6/30/1985
479341,e0003,5/24/1961,Yongmin,Eiron,M,1/7/1994
219471,e0003,1/9/1961,Tru,Kuszyk,M,9/15/1986
421966,e0003,8/19/1960,LiMin,Peyn,M,12/23/1990
252916,s0001,3/29/1962,Zhensheng,Rosis,M,11/4/1987
447020,s0002,8/6/1962,Miquel,Capobianchi,F,6/15/1996
445591,s0001,2/5/1961,Parke,Jenevein,M,7/26/1989
61992,e0003,9/16/1953,Bilhanan,Kitsuregawa,M,10/26/1987
400613,e0003,4/23/1957,Jasminko,Azulay,F,6/24/1992
98167,e0003,3/20/1952,Toshiki,Comte,F,1/22/1989
74280,e0003,3/18/1956,Gennadi,Meszaros,M,2/7/1990
207567,s0001,1/14/1963,Tomofumi,Chleq,M,1/4/1990
240687,e0003,10/5/1960,Dharmaraja,Kriebel,M,8/23/1992
94237,s0001,1/17/1962,Udo,Figueira,M,11/29/1991
441302,e0003,3/8/1962,Sajjan,Homond,F,1/14/1991
420474,s0001,2/20/1957,Zsolt,Ullian,F,6/24/1993
